song_id,title,artist,year,decade,chart_position,source,lyrics,lyrics_clean
First, that bitch hate me, then this bitch hate me
And somehow, they link up and they become friends, like, how?
Bitch, pipe down (Pipe down)
Moodboard, all y'all imitatin' my style (Mm)
Bad bitch, red lips, let me show you
White toes, eatin' yellowtail out of Nobu
Uh, keep a hater obsessed
In my comments, havin' a dick suckin' contest (Contest)
I'm pressure, y'all pressed (Y'all pressed)
Y'all don't get addressed, y'all's gettin' outdressed, look (Okurrr)
It's a look when I'm hoppin' out the V (Uh-huh)
Red wig hangin' down to my knees (Uh-huh)
It's your birthday, but they talking 'bout me ('Bout me)
Why you mad? Take a picture, say, ""Cheese"" (Say, ""Cheese"")
You dumb, you slow, you wildin' (Ah, you wildin')
Got your first pair of Ricks, now you stylin'? (Ah, you stylin')
Everything you got, I had five years before
I put it on the 'Gram (Hahahaha) 'fore it even hit the store, look

Classy and a cunt (And a cunt, uh-huh)
Blocks and money gettin' spunt (Gettin' spunt)
Like (Like), like what? (Like what?)
Like a Coach bag, baby, this ain't what you want (Uh-huh)
If I ask for it, all I wanna hear is, ""Yes"" (Yes)
Bitch said she wanna be my opp, God bless (God bless)
Look, I ain't even got dressed
Any L that I took, come after YS
Oh, man (Ah)

I know y'all bitches be horsin' (Horsin')
Lookin' this good is really exhaustin' (Exhaustin')
Diamonds hit, Stone Cold Steve Austin (Brr)
Just got my lasered pussy smooth like a dolphin (Agh)
Top notch bitch get the most, not the lesser (Uh)
Bitches look big like third trimester (Yes)
Every time I pose, these bitches get stress-er
Y'all be puttin' on shit, I don't never
Bitches be hatin' on the low, I peep it
If I say anything mean, I mean it
I ain't never lost no nigga I needed
I'm rich, I ain't gettin' in no pool that's not heated (Nah)
Big ass yacht and I'm havin' sex on it
Her life so trash, think I put a hex on it
Bitches be laughin', like, ho, what's funny?
You braggin' on a nigga that be dyin' to fuck me (Fuck me)

Classy and a cunt (And a cunt, uh-huh)
Blocks and money gettin' spunt (Gettin' spunt)
Like (Like), like what? (Like what?)
Like a Coach bag, baby, this ain't what you want (Uh-huh)
If I ask for it, all I wanna hear is, ""Yes"" (Yes)
Bitch said she wanna be my opp, God bless (God bless)
Look, I ain't even got dressed
Any L that I took, come after YS
Oh, man",ayo let put gas motherfuckin year bitch really talked shit minute like fuck bitches really think talking like bitch fucking dumb classy cunt cunt blocks money getting spunt getting spunt like like like like like coach bag baby want ask hear yes yes bitch said opp god bless god bless look even got dressed took come man man baby pussy real fat probably got double chin first bitch hate bitch hate somehow link become friends like bitch pipe pipe moodboard imitating style bad bitch red lips let show white toes eating yellowtail nobu keep hater obsessed comments dick sucking contest contest pressure pressed pressed get addressed yalls getting outdressed look okurrr look hopping red wig hanging knees birthday talking mad take picture say cheese say cheese dumb slow wilding wilding got first pair ricks styling styling everything got five years put gram fore even hit store look classy cunt cunt like coach bag baby want man know bitches horsing horsing looking good really exhausting exhausting diamonds hit stone cold steve austin brr got lasered pussy smooth like dolphin agh top notch bitch get lesser bitches look big like third trimester yes every time pose bitches get stresser putting shit never bitches hating low peep say anything mean mean never lost nigga needed rich getting pool heated big ass yacht sex life trash think put hex bitches laughing like funny bragging nigga dying fuck fuck man
S05037,Greedy,Tate McRae,2023,2020s,66,lrclib,"



He said, ""Are you serious? I've tried, but I can't figure out
I've been next to you all night and still don't know what you're about
You keep ta-ta-ta-talking, but not much coming out your mouth
Can't you tell that I want you?"", I say, yeah
I would want myself
Baby, please believe me
I'll put you through hell just to know me, yeah-yeah
So sure of yourself
Baby, don't get greedy
That shit won't end well
No, it won't end well
I see you eyeing me down, but you'll never know much past my name
Or how I'm running this room around, and that I'm still half your age
Yeah, you're l-l-l-looking at me like I'm some sweet escape
Obvious that you want me, but I said
I would want myself
Baby, please believe me
I'll put you through hell just to know me, yeah-yeah
So sure of yourself
Baby, don't get greedy
That **** won't end well
No, it won't end well
He said, ""I'm just curious, is this for real or just an act?
Can't tell if you love or hate me, never met someone like that
Drive me so-so, so crazy, did you know you got that effect?""
I said, ""Lemme check""
Yeah
I would want myself
Baby, please believe me
I'll put you through hell
Just to know me, yeah-yeah
So sure of yourself
Baby, don't get greedy
That shit won't end well
No, it won't end well
I would want myself
I would want myself
I would want myself
I would want myself
I would want myself
",said serious tried figure next night still know keep tatatatalking much coming mouth tell want say would want baby please believe put hell know yeahyeah sure baby get greedy shit end well end well see eyeing never know much past name running room around still half age llllooking like sweet escape obvious want said end well said curious real act tell love hate never met someone like drive crazy know got effect said check put hell know yeahyeah
S05038,Demons,Doja Cat,2023,2020s,67,lrclib,"(D.a. got that dope)
(Ha-ha-ha-ha!) Yeah, ayy

Yeah, ayy
How my demons look (how them demons)
Now that my pockets full? (Ayy, ayy, ayy, yeah, ayy)
How my demons look (ayy, yeah)
Now that you bitches shook? (Bitch)
Yeah, how my demons look (ayy, yeah)
Now that my pockets full? (Yeah, ayy, yeah, yeah)
How my demons look (bitch, ayy)
Yeah, now that you bitches shook?

I am on to bigger things
I just bought a limousine (a limousine)
You live like me in your dreams (yes, you do)
I just quit the nicotine (I did)
If you throwin' dick at me (do it, nigga)
That shit should be big at least (do it, nigga)
Nigga, I'ma bring the heat
I'ma bring the cold (the cold)
You should bring your skis (brr)

I'm a fuckin' queen (queen)
I am expeditiously (see it, bitch)
Are you off a key? (You off a key?)
I would never let you in my V.I.P
We are enemies, we are foes
Who are you and what are those?
You are gross
Percocet got you playing with your nose

Yeah, ayy
How my demons look (how them demons)
Now that my pockets full? (Ayy, ayy, ayy, yeah, ayy)
How my demons look (ayy, yeah)
Now that you bitches shook? (Bitch)
Yeah, how my demons look (ayy, yeah)
Now that my pockets full? (Yeah, ayy, yeah, yeah)
How my demons look (bitch, ayy)
Yeah, now that you bitches shook?

I'm a puppet, I'm a sheep, I'm a cash cow
I'm the fastest-growing bitch on all your apps now
You are tired of me 'cause I'm on your ass now
You are mad at me 'cause I am all they slap now

I can nap now
Lots of people that were sleeping say I rap now
Lots of people's hopes and dreams are finally trashed now
Lots of people say they met me in the past now

I done took the spotlight and made 'em black out
I done took the whole dick and blew my back out
I just swallowed all his kids and spit the class out
I take the trash out, mm
I'm finna cash out, uh
Bitch, do not pass out

Yeah, ayy
How my demons look (how them demons)
Now that my pockets full? (Ayy, ayy, ayy, yeah, ayy)
How my demons look (ayy, yeah)
Now that you bitches shook? (Bitch)
Yeah, how my demons look (ayy, yeah)
Now that my pockets full? (Yeah, ayy, yeah, yeah)
How my demons look (bitch, ayy)
Yeah, now that you bitches shook?",got dope demons look demons pockets full demons look bitches shook bitch demons look pockets full demons look bitch bitches shook bigger things bought limousine limousine live like dreams yes quit nicotine throwing dick nigga shit big least nigga nigga bring heat bring cold cold bring skis brr fucking queen queen expeditiously see bitch key key would never let vip enemies foes gross percocet got playing nose puppet sheep cash cow fastestgrowing bitch apps tired cause ass mad cause slap nap lots people sleeping say rap lots peoples hopes dreams finally trashed lots people say met past done took spotlight made black done took whole dick blew back swallowed kids spit class take trash cash bitch pass
S05039,Mourning,Post Malone,2023,2020s,68,lrclib,"Don't want to sober up
The sun is killing my buzz, that's why they call it ""mourning""
Thought I was strong enough
Threw my bottle at the sky, said, ""God that's a warning""
Don't want to sober up
Try to keep it inside, but I just want to pour it
Thought I was strong enough
Got a lot of shit to say, couldn't fit it in the chorus

I just left Wally spend a Maserati
The way I gotta flex, you'd think I did Pilates
I called my quote on quote friends, ""Do you got plans?""
Turns out everyone's free when the dinner is
Then they drag me to a party out in Malibu
After 30 High Noons, it was pretty cool
Tried to shoot my shot, she told me that she had a shoot, bye-bye (damn) (hick)

Don't want to sober up
The sun is killing my buzz, that's why they call it ""mourning""
Thought I was strong enough
Threw my bottle at the sky, said, ""God that's a warning""
Don't want to sober up
Try to keep it inside, but I just want to pour it
Thought I was strong enough
Got a lot of shit to say, couldn't fit it in the chorus

Stumbling down a corridor, came across an open door
